ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
LPE 20:4;O,517.280457,518.287737,535.314287,540.269677,516.273177,562.278657
PE 20:0,523.327407,524.334687,541.361237,546.316627,522.320127,568.325607
LPE 21:0,523.363792,524.371072,541.397622,546.353012,522.356512,568.361992
LPE 22:6,525.285542,526.292822,543.319372,548.274762,524.278262,570.283742
LPE O-21:0;O,525.379442,526.386722,543.413272,548.368662,524.372162,570.377642
LPE 22:5,527.301192,528.308472,545.335022,550.290412,526.293912,572.299392
LPE 22:4,529.316842,530.324122,547.350672,552.306062,528.309562,574.315042
LPE 20:4;O2,533.275372,534.282652,551.309202,556.264592,532.268092,578.273572
LPE 22:2,533.348142,534.355422,551.381972,556.337362,532.340862,578.346342
LPE 22:1,535.363792,536.371072,553.397622,558.353012,534.356512,580.361992
PE 20:1;O,537.306672,538.313952,555.340502,560.295892,536.299392,582.304872
LPE 22:0,537.379442,538.386722,555.413272,560.368662,536.372162,582.377642
LPE O-22:0;O,539.395092,540.402372,557.428922,562.384312,538.387812,584.393292
LPE 20:4;O3,549.270287,550.277567,567.304117,572.259507,548.263007,594.268487
PE 21:1;O,551.322322,552.329602,569.356152,574.311542,550.315042,596.320522
PE 20:1;O2,553.301587,554.308867,571.335417,576.290807,552.294307,598.299787
LPE 24:6,553.316842,554.324122,571.350672,576.306062,552.309562,598.315042
LPE O-23:0;O,553.410742,554.418022,571.444572,576.399962,552.403462,598.408942
PE 22:2;O,563.322322,564.329602,581.356152,586.311542,562.315042,608.320522
LPE 24:1,563.395092,564.402372,581.428922,586.384312,562.387812,608.393292
PE-NMe 22:0,565.374357,566.381637,583.408187,588.363577,564.367077,610.372557
LPE 24:0,565.410742,566.418022,583.444572,588.399962,564.403462,610.408942
LPE O-24:1;O,565.410742,566.418022,583.444572,588.399962,564.403462,610.408942
PE 21:1;O2,567.317237,568.324517,585.351067,590.306457,566.309957,612.315437
LPE O-24:0;O,567.426392,568.433672,585.460222,590.415612,566.419112,612.424592
PE 23:2;O,577.337972,578.345252,595.371802,600.327192,576.330692,622.336172
PE 22:2;O2,579.317237,580.324517,597.351067,602.306457,578.309957,624.315437
PE 24:0,579.390007,580.397287,597.423837,602.379227,578.382727,624.388207
LPE O-25:1;O,579.426392,580.433672,597.460222,602.415612,578.419112,624.424592
LPE O-25:0;O,581.442042,582.449322,599.475872,604.431262,580.434762,626.440242
PE 23:3;O2,591.317237,592.324517,609.351067,614.306457,590.309957,636.315437
PE 23:2;O2,593.332887,594.340167,611.366717,616.322107,592.325607,638.331087
PE 25:0,593.405657,594.412937,611.439487,616.394877,592.398377,638.403857
PE-NMe 24:0,593.405657,594.412937,611.439487,616.394877,592.398377,638.403857
LPE O-26:1;O,593.442042,594.449322,611.475872,616.431262,592.434762,638.440242
PE 24:3;O2,605.332887,606.340167,623.366717,628.322107,604.325607,650.331087
PE 26:1,605.405657,606.412937,623.439487,628.394877,604.398377,650.403857
LPE O-27:2;O,605.442042,606.449322,623.475872,628.431262,604.434762,650.440242
PE 23:3;O3,607.312152,608.319432,625.345982,630.301372,606.304872,652.310352
PE 24:2;O2,607.348537,608.355817,625.382367,630.337757,606.341257,652.346737
PE 25:1;O,607.384922,608.392202,625.418752,630.374142,606.377642,652.383122
PE 26:0,607.421307,608.428587,625.455137,630.410527,606.414027,652.419507
PE-NMe2 24:0,607.421307,608.428587,625.455137,630.410527,606.414027,652.419507
LPE O-27:1;O,607.457692,608.464972,625.491522,630.446912,606.450412,652.455892
PE 23:2;O3,609.327802,610.335082,627.361632,632.317022,608.320522,654.326002
PE 25:4;O2,617.332887,618.340167,635.366717,640.322107,616.325607,662.331087
