ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
PA 40:0,760.598208,761.605488,778.632038,783.588208,759.590928,0
PA O-41:0,760.634593,761.641873,778.668423,783.624593,759.627313,0
PA 41:6,762.519958,763.527238,780.553788,785.509958,761.512678,0
PA O-42:6,762.556343,763.563623,780.590173,785.546343,761.549063,0
PA 41:5,764.535608,765.542888,782.569438,787.525608,763.528328,0
PA O-42:5,764.571993,765.579273,782.605823,787.561993,763.564713,0
PA 42:11,766.457358,767.464638,784.491188,789.447358,765.450078,0
PA 41:4,766.551258,767.558538,784.585088,789.541258,765.543978,0
PA O-42:4,766.587643,767.594923,784.621473,789.577643,765.580363,0
PA 42:10,768.473008,769.480288,786.506838,791.463008,767.465728,0
PA 41:3,768.566908,769.574188,786.600738,791.556908,767.559628,0
PA O-42:3,768.603293,769.610573,786.637123,791.593293,767.596013,0
PA 42:9,770.488658,771.495938,788.522488,793.478658,769.481378,0
PA 41:2,770.582558,771.589838,788.616388,793.572558,769.575278,0
PA O-42:2,770.618943,771.626223,788.652773,793.608943,769.611663,0
PA 42:8,772.504308,773.511588,790.538138,795.494308,771.497028,0
PA 41:1,772.598208,773.605488,790.632038,795.588208,771.590928,0
PA O-42:1,772.634593,773.641873,790.668423,795.624593,771.627313,0
PA 42:7,774.519958,775.527238,792.553788,797.509958,773.512678,0
PA 41:0,774.613858,775.621138,792.647688,797.603858,773.606578,0
PA O-42:0,774.650243,775.657523,792.684073,797.640243,773.642963,0
PA 42:6,776.535608,777.542888,794.569438,799.525608,775.528328,0
PA 42:5,778.551258,779.558538,796.585088,801.541258,777.543978,0
PA 42:4,780.566908,781.574188,798.600738,803.556908,779.559628,0
PA 42:3,782.582558,783.589838,800.616388,805.572558,781.575278,0
PA 42:2,784.598208,785.605488,802.632038,807.588208,783.590928,0
PA 42:1,786.613858,787.621138,804.647688,809.603858,785.606578,0
PA 42:0,788.629508,789.636788,806.663338,811.619508,787.622228,0
PA 43:6,790.551258,791.558538,808.585088,813.541258,789.543978,0
PA 44:12,792.473008,793.480288,810.506838,815.463008,791.465728,0
PA 43:4,794.582558,795.589838,812.616388,817.572558,793.575278,0
PA 44:10,796.504308,797.511588,814.538138,819.494308,795.497028,0
PA 43:2,798.613858,799.621138,816.647688,821.603858,797.606578,0
PA 44:8,800.535608,801.542888,818.569438,823.525608,799.528328,0
PA 43:1,800.629508,801.636788,818.663338,823.619508,799.622228,0
PA 44:7,802.551258,803.558538,820.585088,825.541258,801.543978,0
PA 43:0,802.645158,803.652438,820.678988,825.635158,801.637878,0
PA 44:6,804.566908,805.574188,822.600738,827.556908,803.559628,0
PA 44:5,806.582558,807.589838,824.616388,829.572558,805.575278,0
PA 44:4,808.598208,809.605488,826.632038,831.588208,807.590928,0
PA 44:3,810.613858,811.621138,828.647688,833.603858,809.606578,0
PA 44:2,812.629508,813.636788,830.663338,835.619508,811.622228,0
PA 44:1,814.645158,815.652438,832.678988,837.635158,813.637878,0
PA 44:0,816.660808,817.668088,834.694638,839.650808,815.653528,0
